"","V1","V2","V3"
"4294",2,1,3
"4295",2,1,1
"4296",7,1,2
"4297",10,1,1
"4298",3,1,3
"4299",3,1,1
"4300",22,1,3
"4301",12,1,1
"4302",21,1,2
"4303",7,1,1
"4304",10,1,1
"4305",4,1,1
"4306",4,1,2
"4307",4,1,2
"4308",12,1,2
"4309",1,1,2
"4310",2,1,2
"4311",2,1,2
"4312",2,1,1
"4313",9,1,2
"4314",1,1,1
"4315",5,1,1
"4316",19,1,2
"4317",1,1,1
"4318",3,1,1
"4319",6,1,3
"4320",9,10,4
"4321",9,1,1
"4322",8,1,1
"4323",30,1,1
"4324",21,1,2
"4325",5,1,1
"4326",1,1,1
"4327",3,2,2
"4328",48,1,1
"4329",21,1,1
"4330",1,1,1
"4331",6,1,1
"4332",61,1,1
"4333",1,1,1
"4334",34,1,1
"4335",5,1,1
"4336",41,1,1
"4337",3,2,1
"4338",3,1,1
"4339",41,1,1
"4340",1,1,1
"4341",7,1,1
"4342",5,1,1
"4343",6,1,1
"4344",1,1,1
"4345",7,1,1
"4346",1,1,1
"4347",31,1,1
"4348",23,1,1
"4349",16,1,3
"4350",28,1,1
"4351",1,1,2
"4352",28,1,1
"4353",10,1,2
"4354",1,1,1
"4355",42,1,1
"4356",5,1,2
"4357",1,1,1
"4358",1,1,1
"4359",5,1,1
"4360",26,1,2
"4361",39,1,1
"4362",16,1,1
"4363",3,1,1
"4364",2,1,2
"4365",41,1,1
"4366",42,1,1
"4367",1,1,2
"4368",2,1,1
"4369",41,1,1
"4370",1,1,1
"4371",25,1,1
"4372",19,1,1
"4373",7,5,1
"4374",7,1,2
"4375",5,1,1
"4376",1,1,1
"4377",29,1,1
"4378",1,1,1
"4379",17,1,1
"4380",7,5,2
"4381",13,1,1
"4382",8,1,1
"4383",9,1,2
"4384",41,1,3
"4385",5,1,1
"4386",24,1,1
"4387",1,1,1
"4388",20,1,1
"4389",3,1,2
"4390",22,1,1
"4391",1,1,1
"4392",29,1,1
"4393",6,1,1
"4394",40,1,1
"4395",23,1,1
"4396",53,1,1
"4397",6,1,1
"4398",27,1,1
"4399",46,1,0
"4400",2,1,1
"4401",2,2,1
"4402",14,1,2
"4403",47,1,1
"4404",1,1,1
"4405",2,1,4
"4406",1,1,2
"4407",14,1,3
"4408",8,30,1
"4409",1,1,1
"4410",3,1,3
"4411",7,1,1
"4412",1,7,1
"4413",11,1,1
"4414",20,1,2
"4415",22,1,1
"4416",14,1,1
"4417",13,1,2
"4418",1,1,2
"4419",1,1,1
"4420",23,1,1
"4421",5,1,1
"4422",1,1,1
"4423",1,1,1
"4424",1,1,2
"4425",31,1,1
"4426",1,1,1
"4427",4,1,2
"4428",1,1,3
"4429",16,1,1
"4430",1,1,1
"4431",1,1,1
"4432",13,1,1
"4433",47,1,1
"4434",1,1,1
"4435",5,2,1
"4436",11,1,1
"4437",1,1,1
"4438",23,1,1
"4439",3,1,1
"4440",14,1,1
"4441",2,1,1
"4442",2,1,1
"4443",4,1,2
"4444",7,1,1
"4445",3,1,4
"4446",2,1,1
"4447",3,1,1
"4448",3,1,1
"4449",74,2,1
"4450",1,1,1
"4451",6,1,1
"4452",43,1,3
"4453",43,1,1
"4454",8,1,1
"4455",7,1,3
"4456",47,2,1
"4457",2,1,1
"4458",5,1,1
"4459",11,1,1
"4460",13,1,1
"4461",1,1,1
"4462",10,1,1
"4463",37,1,1
"4464",4,1,1
"4465",3,1,1
"4466",5,1,1
"4467",6,1,1
"4468",68,1,1
"4469",10,1,2
"4470",1,1,1
"4471",2,1,1
"4472",12,1,1
"4473",20,1,1
"4474",6,1,2
"4475",6,1,1
"4476",5,1,1
"4477",16,1,1
"4478",1,1,1
"4479",1,1,3
"4480",30,1,1
"4481",6,2,1
"4482",23,2,2
"4483",1,1,1
"4484",11,1,1
"4485",16,1,1
"4486",4,1,1
"4487",23,1,1
"4488",1,1,1
"4489",3,3,1
"4490",13,1,1
"4491",4,1,1
"4492",9,1,1
"4493",2,1,2
"4494",1,1,1
"4495",7,1,1
"4496",2,1,1
"4497",2,1,1
"4498",11,1,2
"4499",8,1,1
"4500",49,1,2
"4501",24,1,1
"4502",2,1,1
"4503",3,1,1
"4504",11,1,1
"4505",27,1,1
"4506",9,1,1
"4507",46,1,1
"4508",1,1,1
"4509",9,1,1
"4510",2,3,1
"4511",33,1,2
"4512",2,1,1
"4513",1,1,1
"4514",10,1,1
"4515",1,1,1
"4516",8,1,1
"4517",2,1,2
"4518",17,1,2
"4519",3,1,1
"4520",30,1,1
"4521",1,1,1
"4522",13,1,1
"4523",1,1,2
"4524",9,1,1
"4525",1,2,1
"4526",4,1,1
"4527",10,8,5
"4528",3,1,2
"4529",1,4,1
"4530",6,1,1
"4531",5,1,2
"4532",6,1,2
"4533",17,2,1
"4534",1,1,2
"4535",3,1,2
"4536",1,1,1
"4537",1,1,0
"4538",31,1,1
"4539",19,1,1
"4540",22,1,7
"4541",10,1,3
"4542",6,1,3
"4543",38,1,2
"4544",19,2,1
"4545",14,1,1
"4546",3,1,1
"4547",1,1,1
"4548",15,1,1
"4549",1,1,1
"4550",13,1,1
"4551",3,1,1
"4552",5,1,1
"4553",1,1,1
"4554",8,2,1
"4555",28,1,1
"4556",7,1,2
"4557",23,1,1
"4558",8,1,1
"4559",28,1,1
"4560",15,1,1
"4561",28,16,1
"4562",19,1,1
"4563",5,1,1
"4564",1,1,1
"4565",1,1,1
"4566",23,1,1
"4567",8,1,2
"4568",26,1,3
"4569",6,1,1
"4570",74,1,1
"4571",8,1,1
"4572",4,1,1
"4573",2,1,2
"4574",1,5,1
"4575",2,1,1
"4576",33,1,1
"4577",5,2,2
"4578",7,2,1
"4579",8,1,1
"4580",1,1,1
"4581",35,2,3
"4582",31,1,1
"4583",9,1,1
"4584",8,1,3
"4585",10,1,2
"4586",3,1,1
"4587",4,1,2
"4588",2,1,1
"4589",4,1,2
"4590",4,1,1
"4591",10,1,1
"4592",1,1,1
"4593",12,1,2
"4594",8,1,2
"4595",4,1,2
"4596",3,1,1
"4597",3,1,2
"4598",1,2,1
"4599",1,1,1
"4600",24,1,1
"4601",1,1,1
"4602",33,1,1
"4603",8,1,3
"4604",1,1,2
"4605",48,1,1
"4606",1,1,2
"4607",17,1,1
"4608",3,1,1
"4609",18,1,1
"4610",2,1,1
"4611",2,1,1
"4612",16,1,2
"4613",45,2,1
"4614",35,1,1
"4615",9,1,1
"4616",2,1,1
"4617",34,1,1
"4618",29,1,5
"4619",1,1,3
"4620",7,1,1
"4621",13,1,1
"4622",7,1,1
"4623",7,1,1
"4624",17,1,1
"4625",41,1,1
"4626",18,1,1
"4627",1,1,1
"4628",36,1,1
"4629",14,1,1
"4630",1,1,1
"4631",1,1,3
"4632",1,1,2
"4633",25,1,1
"4634",7,1,1
"4635",46,1,2
"4636",1,1,1
"4637",1,1,4
"4638",47,1,2
"4639",24,1,2
"4640",1,1,1
"4641",6,1,1
"4642",25,1,1
"4643",45,2,1
"4644",9,2,1
"4645",1,1,1
"4646",1,1,2
"4647",9,1,1
"4648",13,1,1
"4649",2,1,1
"4650",4,1,1
"4651",1,1,0
"4652",1,1,2
"4653",85,1,1
"4654",25,1,2
"4655",7,1,2
"4656",2,1,1
"4657",5,1,1
"4658",1,1,1
"4659",11,1,1
"4660",27,1,3
"4661",8,1,3
"4662",22,1,1
"4663",12,1,1
"4664",30,1,1
"4665",2,1,1
"4666",52,1,1
"4667",12,1,1
"4668",4,1,1
"4669",19,1,1
"4670",1,1,3
"4671",1,1,1
"4672",21,1,1
"4673",3,1,1
"4674",1,1,1
"4675",15,1,1
"4676",4,1,1
"4677",33,1,1
"4678",17,1,2
"4679",4,1,2
"4680",43,1,2
"4681",3,2,1
"4682",15,1,1
"4683",29,1,1
"4684",5,1,1
"4685",25,1,1
"4686",15,1,1
"4687",4,1,2
"4688",1,2,1
"4689",7,1,2
"4690",21,1,2
"4691",1,1,1
"4692",11,1,1
"4693",8,2,1
"4694",38,1,2
"4695",41,2,2
"4696",3,1,1
"4697",22,5,1
"4698",1,1,1
"4699",1,1,1
"4700",13,1,1
"4701",20,1,1
"4702",1,1,1
"4703",31,1,1
"4704",10,1,1
"4705",1,1,1
"4706",1,1,1
"4707",5,1,1
"4708",13,1,1
"4709",10,1,2
"4710",30,1,1
"4711",1,1,1
"4712",8,1,2
"4713",19,1,1
"4714",6,1,3
"4715",4,1,1
"4716",2,3,1
"4717",5,1,1
"4718",2,1,3
"4719",93,1,1
"4720",3,1,2
"4721",1,1,4
"4722",8,1,1
"4723",4,1,1
"4724",7,1,1
"4725",49,1,3
"4726",13,1,1
"4727",17,1,1
"4728",35,1,5
"4729",21,1,1
"4730",4,1,3
"4731",1,1,1
"4732",8,1,1
"4733",12,1,6
"4734",11,2,2
"4735",1,1,4
"4736",9,1,1
"4737",38,1,1
"4738",18,1,1
"4739",1,1,1
"4740",3,2,1
"4741",13,1,4
"4742",16,1,1
"4743",2,2,2
"4744",1,1,1
"4745",8,1,2
"4746",2,1,1
"4747",33,1,1
"4748",20,1,1
"4749",5,1,1
"4750",6,1,2
"4751",1,1,6
"4752",4,1,1
"4753",5,1,2
"4754",9,1,1
"4755",5,1,1
"4756",14,1,1
"4757",1,1,2
"4758",4,1,2
"4759",19,1,1
"4760",67,1,1
"4761",5,1,1
"4762",18,1,3
"4763",8,1,2
"4764",6,1,2
"4765",1,1,1
"4766",2,1,1
"4767",1,1,1
"4768",3,1,1
"4769",42,1,2
"4770",1,1,2
"4771",13,1,2
"4772",1,1,1
"4773",1,1,1
"4774",7,1,1
"4775",38,1,1
"4776",5,1,1
"4777",4,1,1
"4778",14,1,1
"4779",1,1,1
"4780",8,1,1
"4781",1,1,1
"4782",1,1,1
"4783",16,1,1
"4784",12,1,1
"4785",3,1,1
"4786",4,1,2
"4787",2,1,1
"4788",11,1,2
"4789",11,1,1
"4790",10,2,1
"4791",3,3,1
"4792",7,1,1
"4793",3,1,1
"4794",1,1,2
"4795",13,3,1
"4796",27,1,1
"4797",15,1,1
"4798",3,1,1
"4799",4,1,1
"4800",42,14,1
"4801",1,1,1
"4802",15,1,1
"4803",11,1,2
"4804",2,1,1
"4805",12,1,2
"4806",58,1,1
"4807",4,5,2
"4808",1,1,4
"4809",21,1,1
"4810",7,1,2
"4811",38,1,1
"4812",31,1,1
"4813",4,1,1
"4814",5,2,1
"4815",9,2,2
"4816",1,1,2
"4817",44,1,1
"4818",33,1,1
"4819",20,1,4
"4820",12,4,5
"4821",1,1,1
"4822",21,1,3
"4823",4,2,1
"4824",34,1,2
"4825",10,2,3
"4826",17,1,5
"4827",26,1,1
"4828",3,1,1
"4829",1,1,1
"4830",10,2,3
"4831",5,1,1
"4832",35,1,1
"4833",7,1,2
"4834",22,1,2
"4835",1,1,1
"4836",2,3,1
"4837",35,1,1
"4838",3,1,4
"4839",45,1,1
"4840",13,1,1
"4841",45,1,1
"4842",8,1,1
"4843",21,8,1
"4844",17,1,6
"4845",5,1,2
"4846",19,1,1
"4847",19,1,1
"4848",21,1,1
"4849",13,2,2
"4850",3,1,2
"4851",25,1,1
"4852",45,1,1
"4853",4,1,1
"4854",3,1,1
"4855",3,1,1
"4856",2,1,1
"4857",30,1,1
"4858",37,1,18
"4859",37,1,1
"4860",1,1,1
"4861",10,1,3
"4862",4,1,1
"4863",3,1,1
"4864",2,1,2
"4865",1,1,1
"4866",2,1,2
"4867",14,1,3
"4868",36,1,5
"4869",44,1,2
"4870",9,1,1
"4871",14,1,2
"4872",7,2,1
"4873",1,1,1
"4874",6,1,1
"4875",3,1,1
"4876",1,1,2
"4877",4,1,1
"4878",1,1,1
"4879",34,1,1
"4880",10,1,1
"4881",5,1,5
"4882",28,1,2
"4883",1,1,1
"4884",16,1,1
"4885",12,1,1
"4886",1,1,1
"4887",13,1,1
"4888",1,1,1
"4889",1,1,1
"4890",14,1,2
"4891",9,1,1
"4892",1,1,1
"4893",7,1,1
"4894",45,1,1
"4895",3,1,1
"4896",3,1,1
"4897",34,1,2
"4898",12,1,6
"4899",8,1,1
"4900",5,1,2
"4901",1,8,1
"4902",5,1,1
"4903",7,1,1
"4904",2,3,4
"4905",43,1,2
"4906",3,2,1
"4907",1,1,1
"4908",1,1,1
"4909",4,1,1
"4910",23,1,1
"4911",2,1,2
"4912",7,1,2
"4913",10,1,3
"4914",31,1,1
"4915",1,1,1
"4916",56,1,1
"4917",2,1,1
"4918",24,1,1
"4919",3,1,1
"4920",1,1,1
"4921",13,1,1
"4922",7,1,1
"4923",2,1,1
"4924",12,1,1
"4925",16,1,1
"4926",2,1,1
"4927",4,1,1
"4928",5,1,1
"4929",8,1,1
"4930",18,1,4
"4931",3,2,2
"4932",1,2,1
"4933",11,1,1
"4934",20,1,1
"4935",26,1,1
"4936",2,1,4
"4937",3,1,2
"4938",8,1,1
"4939",12,1,1
"4940",4,1,3
"4941",38,1,1
"4942",2,1,2
"4943",29,1,4
"4944",1,1,4
"4945",1,1,1
"4946",14,1,1
"4947",4,1,2
"4948",15,1,1
"4949",35,1,1
"4950",4,1,1
"4951",7,1,1
"4952",1,3,2
"4953",9,1,2
"4954",5,1,4
"4955",19,1,1
"4956",12,2,3
"4957",37,1,1
"4958",12,4,1
"4959",8,1,2
"4960",5,1,1
"4961",1,1,1
"4962",32,1,1
"4963",3,1,1
"4964",40,1,1
"4965",74,1,1
"4966",21,1,1
"4967",2,1,1
"4968",6,1,2
"4969",13,1,1
"4970",12,1,1
"4971",24,4,6
"4972",25,1,1
"4973",51,1,1
"4974",3,1,1
"4975",1,1,1
"4976",10,1,1
"4977",14,1,1
"4978",1,1,1
"4979",28,1,1
"4980",6,1,1
"4981",1,2,1
"4982",6,1,1
"4983",5,1,3
"4984",6,1,0
"4985",5,1,1
"4986",1,1,2
"4987",7,1,1
"4988",19,1,1
"4989",2,6,1
"4990",3,1,2
"4991",1,1,2
"4992",17,1,1
"4993",1,1,1
"4994",8,1,1
"4995",2,1,1
"4996",9,1,1
"4997",11,2,1
"4998",25,1,1
"4999",7,1,1
"5000",47,1,1
"5001",24,1,1
"5002",1,1,1
"5003",4,1,1
"5004",1,1,2
"5005",1,1,1
"5006",10,1,1
"5007",2,1,1
"5008",4,1,2
"5009",2,1,1
"5010",1,1,1
"5011",2,1,3
"5012",1,1,1
"5013",22,1,1
"5014",38,1,1
"5015",18,1,1
"5016",18,1,1
"5017",36,1,1
"5018",4,1,1
"5019",27,1,1
"5020",13,1,1
"5021",31,1,1
"5022",1,1,1
"5023",7,1,1
"5024",6,1,3
"5025",50,1,1
"5026",31,1,2
"5027",4,1,1
"5028",7,1,2
"5029",26,1,2
"5030",42,1,3
"5031",6,1,3
"5032",4,1,2
"5033",27,1,1
"5034",23,1,1
"5035",3,1,1
"5036",14,1,1
"5037",1,1,1
"5038",2,1,1
"5039",46,1,1
"5040",39,2,1
"5041",21,1,1
"5042",4,1,1
"5043",69,1,1
"5044",2,1,1
"5045",5,1,1
"5046",15,1,1
"5047",13,1,3
"5048",50,1,2
"5049",8,1,1
"5050",6,1,1
"5051",1,1,1
"5052",1,1,1
"5053",13,1,2
"5054",6,1,1
"5055",2,5,2
"5056",1,1,1
"5057",2,2,1
"5058",17,1,6
"5059",10,1,1
"5060",33,1,2
"5061",12,1,3
"5062",35,1,1
"5063",27,1,1
"5064",30,1,1
"5065",2,1,3
"5066",160,1,1
"5067",5,1,1
"5068",6,1,1
"5069",46,1,1
"5070",2,1,1
"5071",2,1,1
"5072",40,1,1
"5073",1,1,1
"5074",17,1,1
"5075",14,1,1
"5076",1,1,1
"5077",14,1,1
"5078",2,1,1
"5079",4,1,12
"5080",4,1,1
"5081",1,2,1
"5082",3,1,2
"5083",17,1,1
"5084",7,1,4
"5085",42,1,1
"5086",1,1,1
"5087",10,1,1
"5088",3,1,1
"5089",17,1,1
"5090",19,1,3
"5091",34,1,1
"5092",7,4,1
"5093",1,1,1
"5094",3,1,1
"5095",5,1,2
"5096",22,1,1
"5097",17,1,1
"5098",4,1,4
"5099",5,1,3
"5100",18,5,1
"5101",13,1,1
"5102",3,1,2
"5103",1,1,1
"5104",27,1,0
"5105",3,1,1
"5106",1,1,1
"5107",3,1,1
"5108",7,1,1
"5109",10,1,1
"5110",1,2,1
"5111",4,11,1
"5112",1,4,1
"5113",11,1,1
"5114",47,1,1
"5115",5,1,1
"5116",8,1,1
"5117",8,3,1
"5118",5,1,1
"5119",4,1,1
"5120",3,1,1
"5121",18,1,1
"5122",1,1,1
"5123",15,1,1
"5124",10,1,3
"5125",11,1,1
"5126",4,1,1
"5127",4,1,1
"5128",1,1,1
"5129",19,1,1
"5130",7,1,1
"5131",123,2,1
"5132",1,1,1
"5133",8,1,1
"5134",17,1,1
"5135",18,1,1
"5136",10,1,1
"5137",6,2,1
"5138",4,6,1
"5139",5,1,1
"5140",2,1,1
"5141",20,1,1
"5142",23,1,1
"5143",3,2,1
"5144",20,12,6
"5145",2,1,1
"5146",7,1,1
"5147",1,8,1
"5148",2,1,2
"5149",1,1,1
"5150",18,1,3
"5151",69,1,1
"5152",7,1,1
"5153",26,1,1
"5154",5,1,1
"5155",5,2,1
"5156",14,1,1
"5157",5,1,1
"5158",7,1,1
"5159",8,1,1
"5160",1,2,1
"5161",12,1,1
"5162",18,1,1
"5163",36,1,1
"5164",14,1,1
"5165",1,1,1
"5166",1,1,1
"5167",1,1,1
"5168",10,1,1
"5169",6,1,2
"5170",26,2,1
"5171",1,1,1
"5172",16,2,2
"5173",8,1,2
"5174",2,1,1
"5175",14,1,2
"5176",12,1,3
"5177",6,1,1
"5178",36,1,1
"5179",11,1,1
"5180",16,1,1
"5181",5,1,1
"5182",33,1,2
"5183",9,2,1
"5184",1,1,1
"5185",1,1,3
"5186",21,1,1
"5187",10,1,4
"5188",12,1,1
"5189",27,1,5
"5190",33,1,1
"5191",1,1,1
"5192",10,1,1
"5193",18,1,1
"5194",2,3,1
"5195",7,1,0
"5196",22,1,1
"5197",4,1,1
"5198",5,1,1
"5199",17,1,1
"5200",3,1,1
"5201",7,1,1
"5202",1,1,6
"5203",4,1,1
"5204",17,1,1
"5205",10,1,1
"5206",5,1,1
"5207",11,1,1
"5208",30,1,1
"5209",9,1,0
"5210",1,1,1
"5211",19,1,1
"5212",45,1,1
"5213",2,1,1
"5214",22,1,1
"5215",46,1,1
"5216",10,1,1
"5217",1,1,2
"5218",5,1,1
"5219",57,1,1
"5220",23,1,1
"5221",39,1,2
"5222",2,1,1
"5223",15,1,1
"5224",42,1,1
"5225",3,1,2
"5226",2,1,1
"5227",5,1,2
"5228",31,1,1
"5229",9,1,1
"5230",25,1,1
"5231",10,1,3
"5232",3,1,2
"5233",1,1,2
"5234",5,1,1
"5235",4,1,2
"5236",1,1,1
"5237",1,1,1
"5238",1,2,1
"5239",5,1,1
"5240",1,1,1
"5241",20,1,3
"5242",1,1,1
"5243",13,1,1
"5244",26,1,2
"5245",33,1,1
"5246",13,1,1
"5247",1,1,1
"5248",1,1,1
"5249",13,1,3
"5250",2,1,2
"5251",23,1,1
"5252",5,1,1
"5253",5,1,1
"5254",11,2,1
"5255",3,1,1
"5256",4,1,1
"5257",6,1,1
"5258",19,1,1
"5259",1,1,1
"5260",3,1,2
"5261",20,1,1
"5262",17,1,1
"5263",3,1,1
"5264",32,1,1
"5265",24,1,1
"5266",36,1,1
"5267",22,1,1
"5268",5,3,1
"5269",1,1,1
"5270",14,1,1
"5271",3,1,1
"5272",10,1,1
"5273",1,1,1
"5274",34,1,3
"5275",6,1,1
"5276",1,1,2
"5277",43,1,1
"5278",13,1,2
"5279",30,1,1
"5280",5,1,1
"5281",21,1,1
"5282",2,1,1
"5283",46,1,1
"5284",11,1,1
"5285",12,3,1
"5286",3,1,3
"5287",29,2,1
"5288",42,1,1
"5289",10,2,1
"5290",48,1,2
"5291",2,1,1
"5292",46,1,2
"5293",4,1,1
"5294",35,1,1
"5295",32,1,1
"5296",1,1,1
"5297",1,2,2
"5298",13,2,0
"5299",8,1,1
"5300",22,1,1
"5301",8,1,1
"5302",11,1,2
"5303",4,7,1
"5304",7,1,1
"5305",2,1,1
"5306",26,1,1
"5307",10,1,1
"5308",88,1,3
"5309",17,1,1
"5310",14,1,1
"5311",2,3,1
"5312",18,1,1
"5313",29,1,1
"5314",5,1,1
"5315",1,1,1
"5316",67,1,1
"5317",1,1,1
"5318",4,1,1
"5319",14,1,2
"5320",36,1,1
"5321",4,1,1
"5322",5,1,1
"5323",7,1,2
"5324",1,1,5
"5325",18,1,1
"5326",3,1,1
"5327",2,1,2
"5328",9,1,1
"5329",13,1,4
"5330",30,1,1
"5331",24,1,1
"5332",19,1,2
"5333",1,1,1
"5334",1,24,1
"5335",1,1,1
"5336",7,1,1
"5337",13,1,1
"5338",7,2,1
"5339",2,1,2
"5340",3,1,2
"5341",7,1,1
"5342",1,1,1
"5343",13,1,1
"5344",1,1,1
"5345",3,1,1
"5346",1,1,1
"5347",1,1,1
"5348",17,1,1
"5349",3,1,1
"5350",34,1,2
"5351",1,1,2
"5352",17,1,2
"5353",7,1,5
"5354",6,3,1
"5355",40,1,4
"5356",45,1,1
"5357",12,1,1
"5358",7,1,1
"5359",8,1,1
"5360",10,1,1
"5361",5,1,1
"5362",2,1,1
"5363",7,1,2
"5364",2,1,3
"5365",1,1,1
"5366",8,1,3
"5367",1,1,1
"5368",1,1,2
"5369",4,1,4
"5370",42,1,3
"5371",1,1,0
"5372",2,1,1
"5373",24,1,2
"5374",2,2,1
"5375",27,1,1
"5376",3,1,1
"5377",13,1,1
"5378",23,1,3
"5379",8,1,8
"5380",21,1,3
"5381",13,1,1
"5382",5,1,1
"5383",3,1,2
"5384",39,1,1
"5385",17,1,1
"5386",5,1,2
"5387",12,1,1
"5388",1,1,1
"5389",7,1,1
"5390",5,1,1
"5391",9,1,1
"5392",36,1,2
"5393",17,1,1
"5394",4,1,1
"5395",4,1,1
"5396",2,1,2
"5397",9,1,1
"5398",17,1,1
"5399",1,1,1
"5400",43,1,2
"5401",4,1,2
"5402",49,1,1
"5403",3,1,4
"5404",27,1,1
"5405",1,1,2
"5406",36,1,2
"5407",1,1,1
"5408",17,2,2
"5409",9,1,1
"5410",20,1,1
"5411",18,1,2
"5412",4,1,1
"5413",4,1,1
"5414",5,1,1
"5415",1,1,1
"5416",1,1,2
"5417",20,1,1
"5418",63,2,1
"5419",1,1,1
"5420",25,1,2
"5421",1,1,2
"5422",2,1,3
"5423",12,2,1
"5424",4,1,1
"5425",12,1,1
"5426",3,1,2
"5427",37,1,1
"5428",1,1,1
"5429",6,1,1
"5430",6,1,1
"5431",3,1,1
"5432",46,1,1
"5433",3,1,3
"5434",2,1,2
"5435",23,1,1
"5436",36,1,2
"5437",1,1,1
"5438",11,1,3
"5439",18,1,1
"5440",45,1,1
"5441",10,3,1
"5442",3,1,1
"5443",23,1,3
"5444",1,1,1
"5445",16,1,1
"5446",3,1,1
"5447",24,1,1
"5448",16,1,5
"5449",11,1,1
"5450",75,1,1
"5451",10,1,3
"5452",1,1,1
"5453",11,1,1
"5454",5,1,1
"5455",1,1,3
"5456",1,1,3
"5457",15,1,1
"5458",19,2,1
"5459",6,1,1
"5460",2,1,2
"5461",47,1,1
"5462",1,1,1
"5463",5,1,1
"5464",14,1,2
"5465",2,2,1
"5466",2,1,1
"5467",8,2,1
"5468",1,1,1
"5469",16,1,1
"5470",6,18,1
"5471",2,1,1
"5472",1,1,1
"5473",3,1,1
"5474",50,2,1
"5475",28,1,3
"5476",8,1,1
"5477",7,1,1
"5478",45,1,3
"5479",10,1,1
"5480",5,1,4
"5481",13,1,2
"5482",2,1,1
"5483",1,1,1
"5484",26,1,1
"5485",2,1,1
"5486",8,1,1
"5487",4,1,1
"5488",4,1,1
"5489",19,2,1
"5490",38,1,1
"5491",5,1,1
"5492",3,1,1
"5493",3,1,1
"5494",26,1,1
"5495",22,1,1
"5496",3,1,1
"5497",1,1,1
"5498",3,1,2
"5499",5,1,2
"5500",11,2,1
"5501",3,1,8
"5502",9,1,3
"5503",12,1,1
"5504",12,1,1
"5505",9,1,5
"5506",1,1,2
"5507",1,2,1
"5508",9,1,1
"5509",18,1,1
"5510",3,1,1
"5511",1,1,1
"5512",8,1,1
"5513",36,1,1
"5514",12,1,2
"5515",15,1,1
"5516",118,1,2
"5517",65,1,1
"5518",7,1,1
"5519",7,1,1
"5520",9,1,3
"5521",2,1,1
"5522",3,1,1
"5523",1,1,1
"5524",19,1,1
"5525",3,1,2
"5526",28,1,3
"5527",26,1,3
"5528",8,1,1
"5529",7,1,1
"5530",1,1,2
"5531",40,1,1
"5532",2,1,2
"5533",1,5,1
"5534",40,1,1
"5535",13,1,1
"5536",19,1,2
"5537",1,1,1
"5538",1,1,1
"5539",28,1,1
"5540",10,1,1
"5541",1,1,1
"5542",57,1,1
"5543",15,1,4
"5544",7,1,1
"5545",7,1,2
"5546",18,1,1
"5547",10,2,1
"5548",3,1,1
"5549",13,1,2
"5550",1,1,2
"5551",1,1,1
"5552",15,1,1
"5553",58,1,2
"5554",47,1,1
"5555",2,1,1
"5556",21,1,1
"5557",1,1,1
"5558",18,1,1
"5559",25,1,1
"5560",1,1,1
"5561",1,1,2
"5562",27,11,2
"5563",1,1,1
"5564",1,6,1
"5565",24,2,1
"5566",6,1,1
"5567",2,1,1
"5568",19,1,1
"5569",2,1,1
"5570",11,1,3
"5571",1,1,2
"5572",1,1,1
"5573",2,1,1
"5574",7,1,1
"5575",1,3,2
"5576",1,1,1
"5577",9,1,1
"5578",1,2,1
"5579",9,1,1
"5580",1,1,1
"5581",25,1,1
"5582",1,2,1
"5583",49,1,1
"5584",1,1,1
"5585",7,1,0
"5586",3,2,1
"5587",24,1,3
"5588",3,1,1
"5589",15,1,1
"5590",13,1,2
"5591",4,2,1
"5592",1,1,2
"5593",11,1,2
"5594",43,1,2
"5595",12,1,4
"5596",34,2,1
"5597",34,1,1
"5598",8,1,1
"5599",5,1,1
"5600",40,1,1
"5601",2,2,2
"5602",4,1,3
"5603",81,1,1
"5604",6,1,1
"5605",57,1,1
"5606",1,1,1
"5607",13,1,1
"5608",1,1,1
"5609",44,1,2
"5610",48,1,1
"5611",5,1,1
"5612",19,1,2
"5613",3,1,1
"5614",1,1,1
"5615",3,1,1
"5616",9,2,1
"5617",14,1,0
"5618",33,1,1
"5619",8,1,2
"5620",14,1,1
"5621",1,1,2
"5622",8,1,1
"5623",2,1,1
"5624",24,1,1
"5625",25,1,2
"5626",10,1,2
"5627",11,1,1
"5628",24,1,2
"5629",1,1,0
"5630",2,1,2
"5631",3,1,1
"5632",7,1,2
"5633",4,1,1
"5634",10,1,1
"5635",22,1,1
"5636",1,1,1
"5637",1,2,1
"5638",12,1,4
"5639",10,3,1
"5640",19,1,1
"5641",9,1,1
"5642",11,1,1
"5643",7,1,3
"5644",2,1,3
"5645",2,1,1
"5646",43,1,1
"5647",2,1,2
"5648",3,1,1
"5649",47,1,2
"5650",20,1,1
"5651",5,1,2
"5652",7,1,1
"5653",7,1,1
"5654",4,1,1
"5655",5,1,2
"5656",14,1,2
"5657",6,1,1
"5658",19,1,1
"5659",74,1,1
"5660",66,2,2
"5661",2,1,1
"5662",16,1,0
"5663",2,1,1
"5664",4,1,1
"5665",6,1,3
"5666",1,1,1
"5667",1,1,1
"5668",1,1,2
"5669",47,1,0
"5670",3,1,1
"5671",1,1,2
"5672",8,1,1
"5673",14,1,3
"5674",1,2,1
"5675",3,1,1
"5676",28,1,1
"5677",3,1,1
"5678",5,2,1
"5679",5,1,2
"5680",2,1,1
"5681",32,1,1
"5682",7,1,3
"5683",6,1,1
"5684",12,1,1
"5685",5,1,1
"5686",1,1,1
"5687",35,1,1
"5688",10,1,2
"5689",4,1,1
"5690",10,1,1
"5691",52,1,2
